銘柄コード,売り上げ高(2019),売り上げ高(2020),売り上げ高(2021),営業益(2019),営業益(2020),営業益(2021),営業利益率(2019),営業利益率(2020),営業利益率(2021),ROE(2019),ROE(2020),ROE(2021)
7433,"140,123","153,182","144,000","3,642","2,414","2,700",2.60,1.58,1.88,4.57,2.65,3.03
9179,"45,734","44,337","35,600","2,005","1,913",-200,4.38,4.31,-0.56,6.77,5.24,0.00
7427,"81,054","81,387","80,000",69,93,200,0.09,0.11,0.25,-0.19,0.54,1.36
5907,"30,546","29,759","26,000","2,324","2,419","1,700",7.61,8.13,6.54,6.58,6.18,4.99
9368,"52,819","54,309","51,000","2,229","2,555","1,850",4.22,4.70,3.63,5.39,6.06,4.30
5015,"12,681","12,534",－,"2,433","2,515",－,19.19,20.07,－,14.58,15.32,－
9610,"3,122","2,408","1,600",6,-486,-700,0.19,-20.18,-43.75,-3.00,-38.80,-64.92
3953,"5,215","5,262","4,897",201,312,214,3.85,5.93,4.37,2.33,2.90,2.37
1789,"5,518","5,700","6,907",160,148,352,2.90,2.60,5.10,4.94,6.61,10.41
4957,"14,080","12,209","10,265",826,139,143,5.87,1.14,1.39,2.51,0.00,0.60
7426,"4,541","4,949","4,248",-4,-140,-139,-0.09,-2.83,-3.27,1.01,-3.58,-7.35
7425,"19,008","19,449","32,500",318,265,700,1.67,1.36,2.15,4.20,7.89,5.88
9612,"42,842","40,366","43,000",380,"1,106","1,200",0.89,2.74,2.79,1.30,10.65,6.01
5216,"1,699","1,227",－,-207,-358,－,-12.18,-29.18,－,－,－,－
8570,"438,441","457,280","460,000","70,021","65,070","15,000",15.97,14.23,3.26,10.50,－,1.95
7299,"23,198","22,794","18,000",895,811,-320,3.86,3.56,-1.78,2.54,1.56,-1.13
7422,"10,871","9,251","6,636",-252,-205,-274,-2.32,-2.22,-4.13,-5.37,-0.47,-3.93
1793,"83,873","79,060","75,000","5,434","3,085","2,400",6.48,3.90,3.20,6.30,3.57,2.52
7421,"76,158","74,814","70,817",629,"1,057",355,0.83,1.41,0.50,1.20,-2.23,4.08
5449,"96,569","91,592","74,000","7,365","7,447","1,700",7.63,8.13,2.30,2.89,2.92,0.34
7420,"116,694","107,130",－,656,512,－,0.56,0.48,－,0.98,0.18,－
6905,"27,876","23,865","26,000","3,355","1,668","1,900",12.04,6.99,7.31,5.32,0.77,3.25
6303,"25,307","11,796","12,000",862,719,300,3.41,6.10,2.50,6.22,0.45,-1.20
7419,"513,057","523,968","503,000","19,212","22,582","30,000",3.74,4.31,5.96,20.03,18.94,35.40
6907,"6,286","5,449","5,870",-501,"-1,206",-470,-7.97,-22.13,-8.01,-6.60,-27.30,-6.04
7417,"38,554","34,319","31,500","2,597","2,116","1,650",6.74,6.17,5.24,10.66,7.77,5.90
1379,"70,183","71,220","73,600","3,682","3,923","5,810",5.25,5.51,7.89,6.10,2.99,7.19
7416,"55,554","50,582","40,500","1,829",376,"-1,900",3.29,0.74,-4.69,-0.67,1.09,-10.30
7414,"232,164","229,290","203,335","6,632","6,360","4,998",2.86,2.77,2.46,6.99,6.37,5.06
7413,"4,543","4,516","4,380",23,16,10,0.51,0.35,0.23,1.50,1.40,0.89
2916,"20,555","20,742","20,000","1,078","1,056",930,5.24,5.09,4.65,8.40,6.23,4.74
7412,"51,934","49,689","38,262","1,599","1,102",396,3.08,2.22,1.03,-2.29,-15.74,1.93
2222,"40,768","45,180","23,140","5,975","6,454","-3,400",14.66,14.29,-14.69,23.53,20.78,-4.83
1795,"9,095","11,409","7,500",504,730,170,5.54,6.40,2.27,9.82,10.39,2.65
2915,"73,989","74,480","68,000","3,116","2,900","2,100",4.21,3.89,3.09,7.19,6.14,3.83
9059,"43,670","43,736","44,100","1,696","1,807","1,750",3.88,4.13,3.97,4.88,6.03,5.82
2914,"2,215,962","2,175,626","2,070,000","564,984","502,355","464,000",25.50,23.09,22.42,14.30,13.16,12.73
5185,"77,949","74,839","62,000","1,983",878,100,2.54,1.17,0.16,-8.49,1.05,1.42
4628,"95,069","96,028","85,000","11,453","11,236","8,700",12.05,11.70,10.24,7.28,6.67,5.27
8225,"10,513","9,091","5,000",280,51,-750,2.66,0.56,-15.00,9.83,2.37,-90.53
9322,"23,436","23,922","23,000",690,542,500,2.94,2.27,2.17,1.98,1.47,3.36
7298,"161,160","154,629","140,000",701,992,"1,800",0.43,0.64,1.29,-7.73,-6.30,-2.36
1798,"38,379","39,531","37,700","1,354","1,311",750,3.53,3.32,1.99,10.58,8.65,4.98
9997,"177,648","179,948","197,000","12,005","10,311","12,500",6.76,5.73,6.35,10.76,5.81,9.06
9996,"49,823","49,562","43,400","1,459","1,437",700,2.93,2.90,1.61,5.28,4.44,1.77
4956,"134,139","135,180","128,000","7,031","7,115","5,900",5.24,5.26,4.61,7.77,7.79,6.09
9995,"78,332","68,664",－,820,-61,－,1.05,-0.09,－,2.90,0.28,－
9474,"63,747","59,771","58,500","5,824","3,300","1,500",9.14,5.52,2.56,8.11,6.63,2.14
7297,"19,064","16,716","14,800",671,919,553,3.52,5.50,3.74,8.89,5.59,2.63
9616,"162,811","169,770","132,000","14,567","11,205","-3,000",8.95,6.60,-2.27,12.64,8.47,-9.04
9994,"167,750","168,168","155,114","6,894","4,163",161,4.11,2.48,0.10,10.38,0.64,0.14
9993,"110,688","109,709","113,000",220,627,"1,700",0.20,0.57,1.50,-0.85,-0.77,2.43
6908,"42,834","39,614","34,500","6,084","4,628","2,700",14.20,11.68,7.83,7.44,6.43,3.61
3600,"6,401","6,050","5,733",-42,42,131,-0.66,0.69,2.29,-2.42,-0.29,2.03
5989,"196,718","182,659","166,000","5,648","3,594","1,600",2.87,1.97,0.96,6.59,2.02,0.00
9990,"55,774","52,523","41,136","3,723","2,670",-108,6.68,5.08,-0.26,7.71,5.73,-1.31
1799,"49,839","47,940","49,000","5,067","4,005","3,500",10.17,8.35,7.14,6.22,4.30,4.02
9991,"108,378","114,327","114,000","6,009","6,316","6,450",5.54,5.52,5.66,8.44,8.09,8.14
6299,"90,199","97,998","110,000","3,701","3,504","4,000",4.10,3.58,3.64,9.23,9.65,8.65
7296,"177,605","171,060","138,000","15,843","7,896","5,000",8.92,4.62,3.62,9.69,3.18,2.91
9989,"588,069","617,769","633,500","35,233","36,604","37,800",5.99,5.93,5.97,14.70,13.25,13.20
5386,"8,299","8,301",－,279,438,－,3.36,5.28,－,1.00,2.64,－
9619,"87,773","98,715","111,000","6,272","6,877","6,500",7.15,6.97,5.86,16.04,12.52,6.65
9987,"2,132,362","2,213,478","2,122,000","27,228","32,571","4,000",1.28,1.47,0.19,7.49,6.94,1.79
4553,"105,104","110,384","150,000","15,968","16,143","14,300",15.19,14.62,9.53,15.70,14.77,9.54
9986,"6,949","7,079","6,480","1,090","1,020",747,15.69,14.41,11.53,6.35,5.86,4.51
9060,"49,395","52,767","51,500",415,"1,113",700,0.84,2.11,1.36,0.72,5.60,3.60
9984,"9,602,236","6,185,093",－,"2,353,931","-1,364,633",－,24.51,-22.06,－,22.04,-14.21,－
7893,"23,157","24,446","24,000","2,499","2,600","2,000",10.79,10.64,8.33,9.10,8.34,6.42
9980,"18,540","18,919",－,381,758,－,2.06,4.01,－,-9.51,-5.82,－
9979,"61,032","44,827",－,734,"-3,311",－,1.20,-7.39,－,0.67,-32.69,－
9983,"2,290,548","2,008,846","2,200,000","257,636","149,347","245,000",11.25,7.43,11.14,18.05,9.54,17.25
1999,"6,724","7,608","6,200",833,713,380,12.39,9.37,6.13,20.35,16.75,6.74
9978,"24,388","21,304","18,430",-497,414,230,-2.04,1.94,1.25,－,－,30.05
7894,"16,496","16,652","16,850",913,774,835,5.53,4.65,4.96,10.56,8.10,7.92
9982,"64,815","60,274",－,101,-103,－,0.16,-0.17,－,-4.75,0.14,－
9977,"106,214","103,426","106,500","1,661","1,466","2,600",1.56,1.42,2.44,5.17,3.52,8.10
9976,"30,784","30,736","30,000",340,468,800,1.10,1.52,2.67,-15.54,2.98,5.24
6654,"3,909","3,944","3,757",376,377,259,9.62,9.56,6.89,2.69,2.70,1.82
9974,"225,523","239,497","252,563","9,818","10,463","11,266",4.35,4.37,4.46,10.78,11.01,10.67
6298,"36,025","21,914","27,000","1,842",-361,800,5.11,-1.65,2.96,7.52,-6.66,3.57
9621,"58,443","62,649","65,000","3,046","4,267","4,400",5.21,6.81,6.77,6.99,9.64,8.91
2579,"927,307","914,783","819,700","14,682","-55,389","-9,700",1.58,-6.05,-1.18,1.68,-10.67,-1.42
9622,"46,458","50,151","39,000","3,330","3,145",600,7.17,6.27,1.54,7.79,6.91,2.16
9973,"5,517","5,804","6,258",-591,-195,59,-10.71,-3.36,0.94,－,－,13.15
7895,"52,261","48,034","47,600",752,"1,107","1,800",1.44,2.30,3.78,23.44,7.41,18.11
7899,"2,535","2,491","2,304",80,48,32,3.16,1.93,1.39,1.66,0.28,0.70
9972,"16,200","14,562","16,000",700,610,700,4.32,4.19,4.38,5.86,5.07,4.97
9969,"7,104","6,655","6,735",-58,167,194,-0.82,2.51,2.88,-61.27,19.91,22.56
9624,"29,001","30,954","32,500","2,903","3,149","2,440",10.01,10.17,7.51,13.55,13.41,9.15
1997,"7,595","8,411","8,000",725,"1,033",610,9.55,12.28,7.63,11.36,13.62,7.81
3598,"15,409","15,355","11,600",-368,94,-750,-2.39,0.61,-6.47,-4.61,1.18,-14.13
9625,"11,975","16,589","4,000",474,"1,208","-2,100",3.96,7.28,-52.50,6.16,14.72,-30.02
9966,"18,939","22,349","21,185","-1,532",883,911,-8.09,3.95,4.30,-34.05,3.53,6.48
9967,"39,514","38,467","36,000",664,648,650,1.68,1.68,1.81,5.45,5.29,5.01
7901,"2,835","2,818","2,900",-71,-28,30,-2.50,-0.99,1.03,-1.46,0.22,0.69
9627,"275,596","292,615","311,000","16,067","16,068","14,600",5.83,5.49,4.69,9.00,8.55,7.47
5990,"7,469","8,838","7,100",946,925,510,12.67,10.47,7.18,7.01,6.24,3.18
6297,"7,137","7,600","7,900",272,415,360,3.81,5.46,4.56,5.10,9.09,20.55
9628,"20,766","21,281","19,400","2,940","3,091","1,500",14.16,14.52,7.73,8.39,6.95,3.18
9629,"11,439","14,266","13,280","1,248","2,781","2,034",10.91,19.49,15.32,7.82,14.30,9.68
7902,"2,176","2,042","1,900",251,200,140,11.53,9.79,7.37,2.54,1.88,1.32
7906,"61,097","61,967","50,000","2,482","2,421",-900,4.06,3.91,-1.80,4.64,4.34,-1.31
9964,"89,906","83,366","70,000","4,123","3,900",670,4.59,4.68,0.96,12.58,8.29,1.54
3597,"19,359","18,467","18,250","2,548","1,847","2,175",13.16,10.00,11.92,5.01,5.05,4.95
6420,"86,529","86,801","80,508","9,405","9,087","7,973",10.87,10.47,9.90,12.88,11.13,9.20
2594,"63,605","62,664","53,500",495,531,"-2,900",0.78,0.85,-5.42,0.70,2.17,-11.16
7908,"13,568","12,019","11,100",34,-77,20,0.25,-0.64,0.18,1.51,-4.47,-0.29
9962,"331,936","313,337","300,000","31,874","23,640","20,900",9.60,7.54,6.97,12.37,7.99,6.96
5757,"84,614","75,447","60,000","4,945","4,329","2,300",5.84,5.74,3.83,10.55,10.19,1.02
9367,"22,401","23,106","22,200",799,873,660,3.57,3.78,2.97,9.74,10.96,7.69
9960,"103,670","117,141","108,000","5,442","6,464","4,600",5.25,5.52,4.26,14.87,15.62,9.84
3952,"12,309","10,462","9,000",821,642,160,6.67,6.14,1.78,5.07,4.17,1.45
9959,"27,976","25,496","22,870",670,558,260,2.39,2.19,1.14,10.60,7.03,3.93
6419,"24,345","22,562",－,"4,691","3,799",－,19.27,16.84,－,2.11,4.48,－
2612,"34,380","33,781","35,000","4,205","3,255","2,450",12.23,9.64,7.00,11.47,9.36,5.61
9639,"41,856","45,754","47,800","6,056","7,285","7,500",14.47,15.92,15.69,12.39,13.68,12.57
6484,"24,152","24,531","24,000","1,813","2,345","2,400",7.51,9.56,10.00,4.96,8.88,8.71
5280,"21,777","17,500","19,000","2,347",728,"1,500",10.78,4.16,7.89,8.79,5.28,6.62
8365,"9,088","11,921","8,900","1,995","1,073",750,21.95,9.00,8.43,3.98,2.22,1.60
9640,"23,641","23,560","22,000","2,332","3,449","2,500",9.86,14.64,11.36,16.53,8.48,14.86
9641,"18,819","18,177","18,910","1,550","1,498","1,617",8.24,8.24,8.55,9.29,9.24,9.54
1832,"51,306","59,350","59,000","1,134","1,452",530,2.21,2.45,0.90,4.24,4.66,1.71
7917,"112,216","114,304","116,600","8,126","8,856","8,200",7.24,7.75,7.03,9.13,8.27,7.75
9020,"3,002,043","2,946,639","1,930,000","484,860","380,841","-500,000",16.15,12.92,-25.91,9.96,6.39,-14.68
5935,"11,530","13,661","12,000",340,469,169,2.95,3.43,1.41,16.06,9.02,2.51
9955,"39,680","40,461","40,461","1,379","1,405","1,405",3.48,3.47,3.47,3.86,2.63,2.44
9956,"565,931","678,096","710,000","14,210","15,515","24,000",2.51,2.29,3.38,6.68,5.07,7.76
9644,"9,046","9,394","9,395",970,987,700,10.72,10.51,7.45,6.57,6.45,4.60
8572,"277,069","279,510","263,000","57,607","75,636","89,500",20.79,27.06,34.03,11.13,15.45,15.50
1807,"38,835","36,861","42,000","1,740","1,433","1,750",4.48,3.89,4.17,8.25,6.61,7.67
1828,"37,495","37,708","35,000","2,444","2,623","1,450",6.52,6.96,4.14,10.95,12.18,6.03
7925,"22,243","22,296","21,055",734,929,845,3.30,4.17,4.01,1.81,1.86,1.89
4463,"50,188","46,191","40,000","2,301","1,395",700,4.58,3.02,1.75,12.59,4.46,2.48
9433,"5,080,353","5,237,221","5,250,000","1,013,729","1,025,237","1,030,000",19.95,19.58,19.62,15.52,14.93,13.83
6418,"31,270","26,109",－,"1,973",-730,－,6.31,-2.80,－,3.92,-5.68,－
3951,"39,331","40,460","39,200","1,870","1,837","1,650",4.75,4.54,4.21,5.73,5.05,4.39
9950,"8,291","8,268","5,600",285,202,-850,3.44,2.44,-15.18,5.15,2.62,-22.25
9948,"512,246","519,218","545,000","14,821","12,119","15,530",2.89,2.33,2.85,7.24,4.71,6.64
7927,"23,393","20,831","17,300",963,"1,081",450,4.12,5.19,2.60,0.27,5.59,2.68
9945,"153,914","149,572","139,080",-501,348,-540,-0.33,0.23,-0.39,-4.67,-5.12,-5.80
9946,"205,304","193,439","186,989",-551,"-3,031","-3,386",-0.27,-1.57,-1.81,-1.72,-12.62,-10.96
4955,"15,411","14,569","15,411","2,157","1,230",669,14.00,8.44,4.34,7.21,5.19,1.46
9647,"5,917","6,455","6,500",230,271,260,3.89,4.20,4.00,5.73,6.03,4.50
6295,"6,114","7,530","7,210",329,527,550,5.38,7.00,7.63,2.48,3.74,3.86
9942,"72,882","62,324","54,815",414,"-3,785",-815,0.57,-6.07,-1.49,-39.09,-183.54,-124.75
5997,"10,268","11,245","9,610",872,951,490,8.49,8.46,5.10,11.15,10.59,5.17
4627,"16,934","17,701","15,600","1,471","1,543","1,060",8.69,8.72,6.79,5.81,5.42,3.78
1840,"25,016","30,417","27,750",-510,350,-620,-2.04,1.15,-2.23,-3.65,1.44,-7.15
9941,"20,055","19,519","19,260",95,32,76,0.47,0.16,0.39,3.07,-16.00,75.00
1844,"5,975","5,187","5,165",433,540,335,7.25,10.41,6.49,4.15,8.52,5.95
1848,"27,863","27,979","28,870",917,935,970,3.29,3.34,3.36,7.84,8.11,7.54
7928,"8,509","7,665","7,900",145,94,220,1.70,1.23,2.78,-6.69,1.22,3.90
8864,"24,213","24,855","25,690","4,129","4,186","3,960",17.05,16.84,15.41,3.98,4.15,2.41
5933,"53,862","55,613","52,050","2,920","3,338","2,050",5.42,6.00,3.94,7.39,8.29,5.29
9936,"81,638","85,571","80,648","6,924","7,698","5,759",8.48,9.00,7.14,9.01,10.93,7.41
2876,"17,558","17,819","16,000",780,918,400,4.44,5.15,2.50,10.67,10.09,1.35
9934,"278,525","293,717","265,000","14,114","16,111","13,300",5.07,5.49,5.02,7.87,9.28,7.45
5279,"11,988","12,600","11,500",243,527,300,2.03,4.18,2.61,1.88,4.13,2.56
8563,"12,564","12,452","11,000",867,"1,466","1,000",6.90,11.77,9.09,3.14,2.69,1.79
9063,"43,314","42,398","38,400","1,940","1,445",700,4.48,3.41,1.82,8.66,6.79,3.44
9932,"45,417","43,890","39,600","2,870","2,528","1,850",6.32,5.76,4.67,7.31,6.09,4.56
4552,"23,160","24,781","27,200","4,967","3,244","6,000",21.45,13.09,22.06,12.98,8.63,14.66
8562,"12,823","13,475","13,000",519,494,"-1,900",4.05,3.67,-14.62,1.81,1.49,-6.59
2911,"8,905","8,837","8,850",306,313,330,3.44,3.54,3.73,3.38,3.80,3.95
9929,"19,110","18,362","14,800",254,151,56,1.33,0.82,0.38,2.60,1.78,0.00
9928,"31,317","35,501","33,500","5,167","5,227","4,400",16.50,14.72,13.13,21.74,9.92,12.76
5940,"98,254","101,789","92,500","1,152",596,200,1.17,0.59,0.22,4.50,2.16,0.16
6294,"17,866","17,957","16,000","1,524","1,368","1,000",8.53,7.62,6.25,10.18,8.46,5.97
9927,"3,483","3,681","3,596",212,310,320,6.09,8.42,8.90,7.75,10.52,9.24
6150,"6,141","5,056","3,900",843,532,25,13.73,10.52,0.64,18.46,9.00,0.77
9651,"7,215","7,770","7,430",615,727,570,8.52,9.36,7.67,5.78,6.13,4.77
2593,"504,153","483,360","481,000","22,819","19,940","20,000",4.53,4.13,4.16,9.90,5.23,8.81
6293,"44,065","38,801","38,000","3,510","1,100",850,7.97,2.83,2.24,7.92,1.93,1.83
1904,"54,849","58,074","51,600","1,972","1,879","1,150",3.60,3.24,2.23,2.47,6.36,3.87
3593,"36,658","37,232","36,310","4,382","5,307","5,490",11.95,14.25,15.12,6.52,5.97,5.22
5819,"11,371","11,429","9,210","1,462","1,162",635,12.86,10.17,6.89,7.93,5.53,3.53
5928,"11,065","10,422","8,750",-139,-24,-240,-1.26,-0.23,-2.74,-0.85,0.68,-11.77
6292,"24,576","21,197","15,500","2,304","1,593",-140,9.38,7.52,-0.90,18.42,10.55,-3.30
4462,"15,756","16,785","17,000","1,467","1,447","1,240",9.31,8.62,7.29,6.26,5.61,4.97
6867,"3,428","4,028","3,300",323,436,70,9.42,10.82,2.12,9.84,10.10,2.04
6291,"10,190","10,442","11,250",427,435,"1,020",4.19,4.17,9.07,4.24,4.08,7.12
9919,"123,649","126,184","129,430","1,988","2,254","2,810",1.61,1.79,2.17,4.12,5.03,5.74
9914,"7,157","6,477","6,000",80,17,-17,1.12,0.26,-0.28,3.39,2.83,0.74
6912,"8,917","9,072","7,500",696,654,100,7.81,7.21,1.33,4.71,5.24,0.95
9913,"44,479","43,494","39,000",646,"1,274",450,1.45,2.93,1.15,-10.13,5.73,-5.90
7294,"169,111","157,680","115,000","5,290","2,206","-2,700",3.13,1.40,-2.35,0.52,-19.12,-4.65
1905,"20,774","18,583","17,700",953,"1,139",660,4.59,6.13,3.73,5.71,6.63,3.57
5161,"98,435","97,267","82,700","7,724","6,848","2,600",7.85,7.04,3.14,7.47,7.17,1.86
7923,"12,379","11,819","11,400",332,23,30,2.68,0.19,0.26,2.84,0.82,0.00
9658,"24,819","28,351","28,500","1,723","2,130","2,200",6.94,7.51,7.72,12.27,15.66,14.12
9656,"7,810","8,359","4,000",564,684,-770,7.22,8.18,-19.25,2.75,3.46,-5.79
4365,"32,803","31,393","25,100","5,255","4,751","2,500",16.02,15.13,9.96,8.87,7.23,3.63
7292,"73,732","77,668","66,000","7,148","7,025","3,000",9.69,9.04,4.55,8.52,8.20,4.07
2815,"56,550","52,329","52,650","11,949","11,789","11,180",21.13,22.53,21.23,20.59,9.24,8.42
6417,"88,558","78,416","73,500","21,286","12,551","8,000",24.04,16.01,10.88,3.98,4.32,2.33
9909,"11,141","12,118","10,200",297,320,77,2.67,2.64,0.75,7.79,8.37,1.56
9908,"100,646","93,368","80,000","3,278","2,449","1,600",3.26,2.62,2.00,13.25,8.95,5.63
9663,"28,344","29,018","28,000","3,794","3,536","3,600",13.39,12.19,12.86,6.39,4.81,5.47
9906,"72,938","79,019","79,000","2,452","3,077","2,600",3.36,3.89,3.29,7.77,8.21,7.52
6485,"24,733","24,077","27,000","2,534","2,662","2,400",10.25,11.06,8.89,5.20,5.22,4.72
9904,"8,373","7,873","7,526",589,611,536,7.03,7.76,7.12,9.76,8.77,9.53
7937,"17,515","18,703","17,000",913,775,70,5.21,4.14,0.41,0.57,1.00,0.18
9903,"33,579","36,304","39,758","1,335","1,744","2,420",3.98,4.80,6.09,10.51,13.68,15.84
5277,"4,207","3,109",－,239,-128,－,5.68,-4.12,－,4.23,0.55,－
3950,"93,126","95,502","77,000","6,924","6,850","2,600",7.44,7.17,3.38,9.03,8.18,3.49
6416,"8,186","7,169",－,-615,-863,－,-7.51,-12.04,－,-10.07,-17.62,－
9902,"124,604","112,334","100,000","6,595","5,154","3,410",5.29,4.59,3.41,6.14,4.56,3.14
9900,"26,636","26,437","21,450",715,55,"-1,300",2.68,0.21,-6.06,0.54,-10.28,-13.04
9828,"42,034","43,435","38,940","2,313","1,971",-280,5.50,4.54,-0.72,24.62,3.41,-1.50
9829,"18,238","17,536",－,247,90,－,1.35,0.51,－,2.95,-0.16,－
6866,"23,288","22,810","21,000","3,314","2,853","2,140",14.23,12.51,10.19,11.80,8.91,6.98
6149,"12,714","13,274",－,"1,093","1,297",－,8.60,9.77,－,7.11,8.07,－
6914,"40,113","37,517","34,500","4,989","2,856","1,800",12.44,7.61,5.22,12.30,6.82,3.80
9827,"33,983","36,356","32,600",182,660,45,0.54,1.82,0.14,0.64,6.15,0.32
9824,"82,038","83,676","76,100","3,868","3,979","3,510",4.71,4.76,4.61,6.30,6.97,6.15
9678,"168,188","180,694","177,900","17,599","17,842","13,700",10.46,9.87,7.70,13.04,10.82,6.87
7896,"14,633","14,642","12,400",378,398,70,2.58,2.72,0.56,3.77,3.88,1.70
9823,"108,945","124,264",－,"1,642","4,747",－,1.51,3.82,－,2.94,10.52,－
2814,"6,850","6,889","5,700","1,043",979,396,15.23,14.21,6.95,4.61,10.98,-0.48
7711,"4,279","3,123","3,574",244,-15,93,5.70,-0.48,2.60,4.83,-0.37,1.78
9679,"5,399","4,718","4,700",160,-143,100,2.96,-3.03,2.13,3.90,2.16,2.40
6289,"32,442","24,640","27,100","6,689","2,498","3,150",20.62,10.14,11.62,12.70,3.72,5.59
6915,"40,324","38,358","36,500","2,646","1,921","1,400",6.56,5.01,3.84,6.01,5.97,1.54
9820,"2,476","3,264","3,100",311,518,200,12.56,15.87,6.45,7.86,11.65,5.06
2910,"50,978","47,667","43,870","2,422",475,214,4.75,1.00,0.49,6.17,0.69,0.74
6916,"59,223","56,204","57,000","2,230","2,127","2,100",3.77,3.78,3.68,8.03,6.87,5.18
9818,"17,246","18,535","20,000",827,840,950,4.80,4.53,4.75,5.42,7.30,4.90
9816,"9,216","13,276","11,000",216,256,105,2.34,1.93,0.95,3.72,7.25,5.12
6918,"7,699","7,821","8,200","1,543","1,467","1,580",20.04,18.76,19.27,10.68,9.73,8.47
9682,"86,716","94,618","92,500","9,789","10,674","10,000",11.29,11.28,10.81,13.87,13.75,12.36
9684,"271,276","260,527","290,000","24,635","32,759","40,000",9.08,12.57,13.79,9.73,10.00,10.34
9812,"36,478","35,634",－,-271,-375,－,-0.74,-1.05,－,-13.32,-209.67,－
2908,"64,145","66,171","67,000","5,214","4,489","4,700",8.13,6.78,7.01,6.36,4.58,5.02
5953,"12,338","12,042","12,200",349,320,130,2.83,2.66,1.07,5.42,0.46,2.42
6222,"51,352","33,206","25,000","4,638","-5,602","-8,500",9.03,-16.87,-34.00,3.14,-7.36,-6.99
6919,"10,185","10,591","9,600",791,"1,026",710,7.77,9.69,7.40,5.07,5.97,3.80
6920,"28,769","42,572","57,000","7,941","15,062","17,000",27.60,35.38,29.82,20.42,30.82,31.31
9685,"4,912","4,708","4,900",240,204,300,4.89,4.33,6.12,7.72,1.53,10.31
9686,"23,233","24,842","26,000","1,029","1,079",600,4.43,4.34,2.31,3.41,4.13,2.02
9810,"2,550,612","2,480,256","2,100,000","36,170","32,088","22,000",1.42,1.29,1.05,10.54,8.87,5.38
9882,"139,200","141,031","142,000","9,583","10,093","10,300",6.88,7.16,7.25,9.64,9.00,8.54
6820,"29,700","30,533","27,500","2,443","2,300","1,300",8.23,7.53,4.73,3.59,3.48,1.85
8860,"115,710","110,444","119,000","6,636","5,002","2,500",5.74,4.53,2.10,11.85,7.96,3.17
8560,"14,663","14,204","13,200","1,533","1,452",700,10.45,10.22,5.30,2.23,2.39,1.10
4550,"12,549","12,773","10,400","1,312","1,144",630,10.46,8.96,6.06,2.38,1.23,1.52
8559,"9,677","9,539",－,"1,120",248,530,11.57,2.60,－,3.67,1.01,1.38
7291,"115,563","106,141","83,000","5,476","4,507",0,4.74,4.25,0.00,11.96,6.89,-2.16
2907,"44,371","44,751","43,000",997,732,300,2.25,1.64,0.70,7.58,4.40,1.99
9687,"16,421","17,274","17,600","1,368","1,613","1,500",8.33,9.34,8.52,8.89,9.82,11.49
7938,"32,934","29,152","21,000",878,-727,"-2,200",2.67,-2.49,-10.48,3.17,-8.65,-20.93
9895,"10,002","10,758","9,750",82,212,30,0.82,1.97,0.31,0.13,1.68,0.14
1952,"122,389","120,106","106,000","3,885","6,409","4,700",3.17,5.34,4.43,7.22,10.57,7.44
6928,"21,047","22,647","20,500","1,131","1,358",930,5.37,6.00,4.54,6.12,5.95,4.24
9691,"15,513","15,846","16,000",702,"1,272",750,4.53,8.03,4.69,5.36,10.48,5.85
9896,"358,935","368,479","342,000","4,976","5,111","3,500",1.39,1.39,1.02,5.43,6.93,3.82
4364,"9,115","9,386","10,130",316,522,480,3.47,5.56,4.74,2.31,4.38,4.16
6929,"19,509","18,575","17,000","3,715","3,169","2,650",19.04,17.06,15.59,5.75,5.39,4.13
5951,"19,007","18,826","19,000",561,180,520,2.95,0.96,2.74,1.60,0.50,1.75
2293,"31,922","29,580","30,900",121,-86,90,0.38,-0.29,0.29,2.42,-4.08,2.88
6718,"46,337","48,494",－,"2,712","2,833",－,5.85,5.84,－,4.90,4.96,－
7939,"5,897","6,013","5,471",310,248,168,5.26,4.12,3.07,9.28,7.17,4.68
9692,"49,810","51,868","50,000","4,931","5,933","5,200",9.90,11.44,10.40,10.38,12.21,12.82
6287,"116,179","116,372","102,500","7,679","7,461","3,600",6.61,6.41,3.51,6.85,-3.65,18.84
5186,"89,174","83,861","76,000","5,663","3,527","2,300",6.35,4.21,3.03,8.81,5.89,3.16
9890,"64,400","68,254","74,000",813,834,"2,150",1.26,1.22,2.91,2.56,2.59,8.64
9695,"2,938","3,732",－,-424,-48,－,-14.43,-1.29,－,-166.94,-123.81,－
9889,"58,899","65,618","58,000","2,631","3,461","2,700",4.47,5.27,4.66,11.65,12.40,10.24
